date,f107,kp
1854-10,-1,-1
1854-11,-1,-1
1854-12,-1,-1
1855-01,-1,-1
1855-02,-1,-1
1855-03,-1,-1
1855-04,-1,-1
1855-05,-1,-1
1855-06,-1,-1
1855-07,-1,-1
1855-08,-1,-1
1855-09,-1,-1
1855-10,-1,-1
1855-11,-1,-1
1855-12,-1,-1
1856-01,-1,-1
1856-02,-1,-1
1856-03,-1,-1
1856-04,-1,-1
1856-05,-1,-1
1856-06,-1,-1
1856-07,-1,-1
1856-08,-1,-1
1856-09,-1,-1
1856-10,-1,-1
1856-11,-1,-1
1856-12,-1,-1
1857-01,-1,-1
1857-02,-1,-1
1857-03,-1,-1
1857-04,-1,-1
1857-05,-1,-1
1857-06,-1,-1
1857-07,-1,-1
1857-08,-1,-1
1857-09,-1,-1
1857-10,-1,-1
1857-11,-1,-1
1857-12,-1,-1
1858-01,-1,-1
1858-02,-1,-1
1858-03,-1,-1
1858-04,-1,-1
1858-05,-1,-1
1858-06,-1,-1
1858-07,-1,-1
1858-08,-1,-1
1858-09,-1,-1
1858-10,-1,-1
1858-11,-1,-1
1858-12,-1,-1
1859-01,-1,-1
1859-02,-1,-1
1859-03,-1,-1
1859-04,-1,-1
1859-05,-1,-1
1859-06,-1,-1
1859-07,-1,-1
1859-08,-1,-1
1859-09,-1,-1
1859-10,-1,-1
1859-11,-1,-1
1859-12,-1,-1
1860-01,-1,-1
1860-02,-1,-1
1860-03,-1,-1
1860-04,-1,-1
1860-05,-1,-1
1860-06,-1,-1
1860-07,-1,-1
1860-08,-1,-1
1860-09,-1,-1
1860-10,-1,-1
1860-11,-1,-1
1860-12,-1,-1
1861-01,-1,-1
1861-02,-1,-1
1861-03,-1,-1
1861-04,-1,-1
1861-05,-1,-1
1861-06,-1,-1
1861-07,-1,-1
1861-08,-1,-1
1861-09,-1,-1
1861-10,-1,-1
1861-11,-1,-1
1861-12,-1,-1
1862-01,-1,-1
1862-02,-1,-1
1862-03,-1,-1
1862-04,-1,-1
1862-05,-1,-1
1862-06,-1,-1
1862-07,-1,-1
1862-08,-1,-1
1862-09,-1,-1
1862-10,-1,-1
1862-11,-1,-1
1862-12,-1,-1
1863-01,-1,-1
1863-02,-1,-1
1863-03,-1,-1
1863-04,-1,-1
1863-05,-1,-1
1863-06,-1,-1
1863-07,-1,-1
1863-08,-1,-1
1863-09,-1,-1
1863-10,-1,-1
1863-11,-1,-1
1863-12,-1,-1
1864-01,-1,-1
1864-02,-1,-1
1864-03,-1,-1
1864-04,-1,-1
1864-05,-1,-1
1864-06,-1,-1
1864-07,-1,-1
1864-08,-1,-1
1864-09,-1,-1
1864-10,-1,-1
1864-11,-1,-1
1864-12,-1,-1
1865-01,-1,-1
1865-02,-1,-1
1865-03,-1,-1
1865-04,-1,-1
1865-05,-1,-1
1865-06,-1,-1
1865-07,-1,-1
1865-08,-1,-1
1865-09,-1,-1
1865-10,-1,-1
1865-11,-1,-1
1865-12,-1,-1
1866-01,-1,-1
1866-02,-1,-1
1866-03,-1,-1
1866-04,-1,-1
1866-05,-1,-1
1866-06,-1,-1
1866-07,-1,-1
1866-08,-1,-1
1866-09,-1,-1
1866-10,-1,-1
1866-11,-1,-1
1866-12,-1,-1
1867-01,-1,-1
1867-02,-1,-1
1867-03,-1,-1
1867-04,-1,-1
1867-05,-1,-1
1867-06,-1,-1
1867-07,-1,-1
1867-08,-1,-1
1867-09,-1,-1
1867-10,-1,-1
1867-11,-1,-1
1867-12,-1,-1
1868-01,-1,-1
1868-02,-1,-1
1868-03,-1,-1
1868-04,-1,-1
1868-05,-1,-1
1868-06,-1,-1
1868-07,-1,-1
1868-08,-1,-1
1868-09,-1,-1
1868-10,-1,-1
1868-11,-1,-1
1868-12,-1,-1
1869-01,-1,-1
1869-02,-1,-1
1869-03,-1,-1
1869-04,-1,-1
1869-05,-1,-1
1869-06,-1,-1
1869-07,-1,-1
1869-08,-1,-1
1869-09,-1,-1
1869-10,-1,-1
1869-11,-1,-1
1869-12,-1,-1
1870-01,-1,-1
1870-02,-1,-1
1870-03,-1,-1
1870-04,-1,-1
1870-05,-1,-1
1870-06,-1,-1
1870-07,-1,-1
1870-08,-1,-1
1870-09,-1,-1
1870-10,-1,-1
1870-11,-1,-1
1870-12,-1,-1
1871-01,-1,-1
1871-02,-1,-1
1871-03,-1,-1
1871-04,-1,-1
1871-05,-1,-1
1871-06,-1,-1
1871-07,-1,-1
1871-08,-1,-1
1871-09,-1,-1
1871-10,-1,-1
1871-11,-1,-1
1871-12,-1,-1
1872-01,-1,-1
1872-02,-1,-1
1872-03,-1,-1
1872-04,-1,-1
1872-05,-1,-1
1872-06,-1,-1
1872-07,-1,-1
1872-08,-1,-1
1872-09,-1,-1
1872-10,-1,-1
1872-11,-1,-1
1872-12,-1,-1
1873-01,-1,-1
1873-02,-1,-1
1873-03,-1,-1
1873-04,-1,-1
1873-05,-1,-1
1873-06,-1,-1
1873-07,-1,-1
1873-08,-1,-1
1873-09,-1,-1
1873-10,-1,-1
1873-11,-1,-1
1873-12,-1,-1
1874-01,-1,-1
1874-02,-1,-1
1874-03,-1,-1
1874-04,-1,-1
1874-05,-1,-1
1874-06,-1,-1
1874-07,-1,-1
1874-08,-1,-1
1874-09,-1,-1
1874-10,-1,-1
1874-11,-1,-1
1874-12,-1,-1
1875-01,-1,-1
1875-02,-1,-1
1875-03,-1,-1
1875-04,-1,-1
1875-05,-1,-1
1875-06,-1,-1
1875-07,-1,-1
1875-08,-1,-1
1875-09,-1,-1
1875-10,-1,-1
1875-11,-1,-1
1875-12,-1,-1
1876-01,-1,-1
1876-02,-1,-1
1876-03,-1,-1
1876-04,-1,-1
1876-05,-1,-1
1876-06,-1,-1
1876-07,-1,-1
1876-08,-1,-1
1876-09,-1,-1
1876-10,-1,-1
1876-11,-1,-1
1876-12,-1,-1
1877-01,-1,-1
1877-02,-1,-1
1877-03,-1,-1
1877-04,-1,-1
1877-05,-1,-1
1877-06,-1,-1
1877-07,-1,-1
1877-08,-1,-1
1877-09,-1,-1
1877-10,-1,-1
1877-11,-1,-1
1877-12,-1,-1
1878-01,-1,-1
1878-02,-1,-1
1878-03,-1,-1
1878-04,-1,-1
1878-05,-1,-1
1878-06,-1,-1
1878-07,-1,-1
1878-08,-1,-1
1878-09,-1,-1
1878-10,-1,-1
1878-11,-1,-1
1878-12,-1,-1
1879-01,-1,-1
1879-02,-1,-1
1879-03,-1,-1
1879-04,-1,-1
1879-05,-1,-1
1879-06,-1,-1
1879-07,-1,-1
1879-08,-1,-1
1879-09,-1,-1
1879-10,-1,-1
1879-11,-1,-1
1879-12,-1,-1
1880-01,-1,-1
1880-02,-1,-1
1880-03,-1,-1
1880-04,-1,-1
1880-05,-1,-1
1880-06,-1,-1
1880-07,-1,-1
1880-08,-1,-1
1880-09,-1,-1
1880-10,-1,-1
1880-11,-1,-1
1880-12,-1,-1
1881-01,-1,-1
1881-02,-1,-1
1881-03,-1,-1
1881-04,-1,-1
1881-05,-1,-1
1881-06,-1,-1
1881-07,-1,-1
1881-08,-1,-1
1881-09,-1,-1
1881-10,-1,-1
1881-11,-1,-1
1881-12,-1,-1
1882-01,-1,-1
1882-02,-1,-1
1882-03,-1,-1
1882-04,-1,-1
1882-05,-1,-1
1882-06,-1,-1
1882-07,-1,-1
1882-08,-1,-1
1882-09,-1,-1
1882-10,-1,-1
1882-11,-1,-1
1882-12,-1,-1
1883-01,-1,-1
1883-02,-1,-1
1883-03,-1,-1
1883-04,-1,-1
1883-05,-1,-1
1883-06,-1,-1
1883-07,-1,-1
1883-08,-1,-1
1883-09,-1,-1
1883-10,-1,-1
1883-11,-1,-1
1883-12,-1,-1
1884-01,-1,-1
1884-02,-1,-1
1884-03,-1,-1
1884-04,-1,-1
1884-05,-1,-1
1884-06,-1,-1
1884-07,-1,-1
1884-08,-1,-1
1884-09,-1,-1
1884-10,-1,-1
1884-11,-1,-1
1884-12,-1,-1
1885-01,-1,-1
1885-02,-1,-1
1885-03,-1,-1
1885-04,-1,-1
1885-05,-1,-1
1885-06,-1,-1
1885-07,-1,-1
1885-08,-1,-1
1885-09,-1,-1
1885-10,-1,-1
1885-11,-1,-1
1885-12,-1,-1
1886-01,-1,-1
1886-02,-1,-1
1886-03,-1,-1
1886-04,-1,-1
1886-05,-1,-1
1886-06,-1,-1
1886-07,-1,-1
1886-08,-1,-1
1886-09,-1,-1
1886-10,-1,-1
1886-11,-1,-1
1886-12,-1,-1
1887-01,-1,-1
1887-02,-1,-1
1887-03,-1,-1
1887-04,-1,-1
1887-05,-1,-1
1887-06,-1,-1
1887-07,-1,-1
1887-08,-1,-1
1887-09,-1,-1
1887-10,-1,-1
1887-11,-1,-1
1887-12,-1,-1
1888-01,-1,-1
1888-02,-1,-1
1888-03,-1,-1
1888-04,-1,-1
1888-05,-1,-1
1888-06,-1,-1
1888-07,-1,-1
1888-08,-1,-1
1888-09,-1,-1
1888-10,-1,-1
1888-11,-1,-1
1888-12,-1,-1
1889-01,-1,-1
1889-02,-1,-1
1889-03,-1,-1
1889-04,-1,-1
1889-05,-1,-1
1889-06,-1,-1
1889-07,-1,-1
1889-08,-1,-1
1889-09,-1,-1
1889-10,-1,-1
1889-11,-1,-1
1889-12,-1,-1
1890-01,-1,-1
1890-02,-1,-1
1890-03,-1,-1
1890-04,-1,-1
1890-05,-1,-1
1890-06,-1,-1
1890-07,-1,-1
1890-08,-1,-1
1890-09,-1,-1
1890-10,-1,-1
1890-11,-1,-1
1890-12,-1,-1
1891-01,-1,-1
1891-02,-1,-1
1891-03,-1,-1
1891-04,-1,-1
1891-05,-1,-1
1891-06,-1,-1
1891-07,-1,-1
1891-08,-1,-1
1891-09,-1,-1
1891-10,-1,-1
1891-11,-1,-1
1891-12,-1,-1
1892-01,-1,-1
1892-02,-1,-1
1892-03,-1,-1
1892-04,-1,-1
1892-05,-1,-1
1892-06,-1,-1
1892-07,-1,-1
1892-08,-1,-1
1892-09,-1,-1
1892-10,-1,-1
1892-11,-1,-1
1892-12,-1,-1
1893-01,-1,-1
1893-02,-1,-1
1893-03,-1,-1
1893-04,-1,-1
1893-05,-1,-1
1893-06,-1,-1
1893-07,-1,-1
1893-08,-1,-1
1893-09,-1,-1
1893-10,-1,-1
1893-11,-1,-1
1893-12,-1,-1
1894-01,-1,-1
1894-02,-1,-1
1894-03,-1,-1
1894-04,-1,-1
1894-05,-1,-1
1894-06,-1,-1
1894-07,-1,-1
1894-08,-1,-1
1894-09,-1,-1
1894-10,-1,-1
1894-11,-1,-1
1894-12,-1,-1
1895-01,-1,-1
1895-02,-1,-1
1895-03,-1,-1
1895-04,-1,-1
1895-05,-1,-1
1895-06,-1,-1
1895-07,-1,-1
1895-08,-1,-1
1895-09,-1,-1
1895-10,-1,-1
1895-11,-1,-1
1895-12,-1,-1
1896-01,-1,-1
1896-02,-1,-1
1896-03,-1,-1
1896-04,-1,-1
1896-05,-1,-1
1896-06,-1,-1
1896-07,-1,-1
1896-08,-1,-1
1896-09,-1,-1
1896-10,-1,-1
1896-11,-1,-1
1896-12,-1,-1
1897-01,-1,-1
1897-02,-1,-1
1897-03,-1,-1
1897-04,-1,-1
1897-05,-1,-1
1897-06,-1,-1
1897-07,-1,-1
1897-08,-1,-1
1897-09,-1,-1
1897-10,-1,-1
1897-11,-1,-1
1897-12,-1,-1
1898-01,-1,-1
1898-02,-1,-1
1898-03,-1,-1
1898-04,-1,-1
1898-05,-1,-1
1898-06,-1,-1
1898-07,-1,-1
1898-08,-1,-1
1898-09,-1,-1
1898-10,-1,-1
1898-11,-1,-1
1898-12,-1,-1
1899-01,-1,-1
1899-02,-1,-1
1899-03,-1,-1
1899-04,-1,-1
1899-05,-1,-1
1899-06,-1,-1
1899-07,-1,-1
1899-08,-1,-1
1899-09,-1,-1
1899-10,-1,-1
1899-11,-1,-1
1899-12,-1,-1
1900-01,-1,-1
1900-02,-1,-1
1900-03,-1,-1
1900-04,-1,-1
1900-05,-1,-1
1900-06,-1,-1
1900-07,-1,-1
1900-08,-1,-1
1900-09,-1,-1
1900-10,-1,-1
1900-11,-1,-1
1900-12,-1,-1
1901-01,-1,-1
1901-02,-1,-1
1901-03,-1,-1
1901-04,-1,-1
1901-05,-1,-1
1901-06,-1,-1
1901-07,-1,-1
1901-08,-1,-1
1901-09,-1,-1
1901-10,-1,-1
1901-11,-1,-1
1901-12,-1,-1
1902-01,-1,-1
1902-02,-1,-1
1902-03,-1,-1
1902-04,-1,-1
1902-05,-1,-1
1902-06,-1,-1
1902-07,-1,-1
1902-08,-1,-1
1902-09,-1,-1
1902-10,-1,-1
1902-11,-1,-1
1902-12,-1,-1
1903-01,-1,-1
1903-02,-1,-1
1903-03,-1,-1
1903-04,-1,-1
1903-05,-1,-1
1903-06,-1,-1
1903-07,-1,-1
1903-08,-1,-1
1903-09,-1,-1
1903-10,-1,-1
1903-11,-1,-1
1903-12,-1,-1
1904-01,-1,-1
1904-02,-1,-1
1904-03,-1,-1
1904-04,-1,-1
1904-05,-1,-1
1904-06,-1,-1
1904-07,-1,-1
1904-08,-1,-1
1904-09,-1,-1
1904-10,-1,-1
1904-11,-1,-1
1904-12,-1,-1
1905-01,-1,-1
1905-02,-1,-1
1905-03,-1,-1
1905-04,-1,-1
1905-05,-1,-1
1905-06,-1,-1
1905-07,-1,-1
1905-08,-1,-1
1905-09,-1,-1
1905-10,-1,-1
1905-11,-1,-1
1905-12,-1,-1
1906-01,-1,-1
1906-02,-1,-1
1906-03,-1,-1
1906-04,-1,-1
1906-05,-1,-1
1906-06,-1,-1
1906-07,-1,-1
1906-08,-1,-1
1906-09,-1,-1
1906-10,-1,-1
1906-11,-1,-1
1906-12,-1,-1
1907-01,-1,-1
1907-02,-1,-1
1907-03,-1,-1
1907-04,-1,-1
1907-05,-1,-1
1907-06,-1,-1
1907-07,-1,-1
1907-08,-1,-1
1907-09,-1,-1
1907-10,-1,-1
1907-11,-1,-1
1907-12,-1,-1
1908-01,-1,-1
1908-02,-1,-1
1908-03,-1,-1
1908-04,-1,-1
1908-05,-1,-1
1908-06,-1,-1
1908-07,-1,-1
1908-08,-1,-1
1908-09,-1,-1
1908-10,-1,-1
1908-11,-1,-1
1908-12,-1,-1
1909-01,-1,-1
1909-02,-1,-1
1909-03,-1,-1
1909-04,-1,-1
1909-05,-1,-1
1909-06,-1,-1
1909-07,-1,-1
1909-08,-1,-1
1909-09,-1,-1
1909-10,-1,-1
1909-11,-1,-1
1909-12,-1,-1
1910-01,-1,-1
1910-02,-1,-1
1910-03,-1,-1
1910-04,-1,-1
1910-05,-1,-1
1910-06,-1,-1
1910-07,-1,-1
1910-08,-1,-1
1910-09,-1,-1
1910-10,-1,-1
1910-11,-1,-1
1910-12,-1,-1
1911-01,-1,-1
1911-02,-1,-1
1911-03,-1,-1
1911-04,-1,-1
1911-05,-1,-1
1911-06,-1,-1
1911-07,-1,-1
1911-08,-1,-1
1911-09,-1,-1
1911-10,-1,-1
1911-11,-1,-1
1911-12,-1,-1
1912-01,-1,-1
1912-02,-1,-1
1912-03,-1,-1
1912-04,-1,-1
1912-05,-1,-1
1912-06,-1,-1
1912-07,-1,-1
1912-08,-1,-1
1912-09,-1,-1
1912-10,-1,-1
1912-11,-1,-1
1912-12,-1,-1
1913-01,-1,-1
1913-02,-1,-1
1913-03,-1,-1
1913-04,-1,-1
1913-05,-1,-1
1913-06,-1,-1
1913-07,-1,-1
1913-08,-1,-1
1913-09,-1,-1
1913-10,-1,-1
1913-11,-1,-1
1913-12,-1,-1
1914-01,-1,-1
1914-02,-1,-1
1914-03,-1,-1
1914-04,-1,-1
1914-05,-1,-1
1914-06,-1,-1
1914-07,-1,-1
1914-08,-1,-1
1914-09,-1,-1
1914-10,-1,-1
1914-11,-1,-1
1914-12,-1,-1
1915-01,-1,-1
1915-02,-1,-1
1915-03,-1,-1
1915-04,-1,-1
1915-05,-1,-1
1915-06,-1,-1
1915-07,-1,-1
1915-08,-1,-1
1915-09,-1,-1
1915-10,-1,-1
1915-11,-1,-1
1915-12,-1,-1
1916-01,-1,-1
1916-02,-1,-1
1916-03,-1,-1
1916-04,-1,-1
1916-05,-1,-1
1916-06,-1,-1
1916-07,-1,-1
1916-08,-1,-1
1916-09,-1,-1
1916-10,-1,-1
1916-11,-1,-1
1916-12,-1,-1
1917-01,-1,-1
1917-02,-1,-1
1917-03,-1,-1
1917-04,-1,-1
1917-05,-1,-1
1917-06,-1,-1
1917-07,-1,-1
1917-08,-1,-1
1917-09,-1,-1
1917-10,-1,-1
1917-11,-1,-1
1917-12,-1,-1
1918-01,-1,-1
1918-02,-1,-1
1918-03,-1,-1
1918-04,-1,-1
1918-05,-1,-1
1918-06,-1,-1
1918-07,-1,-1
1918-08,-1,-1
1918-09,-1,-1
1918-10,-1,-1
1918-11,-1,-1
1918-12,-1,-1
1919-01,-1,-1
1919-02,-1,-1
1919-03,-1,-1
1919-04,-1,-1
1919-05,-1,-1
1919-06,-1,-1
1919-07,-1,-1
1919-08,-1,-1
1919-09,-1,-1
1919-10,-1,-1
1919-11,-1,-1
1919-12,-1,-1
1920-01,-1,-1
1920-02,-1,-1
1920-03,-1,-1
1920-04,-1,-1
1920-05,-1,-1
1920-06,-1,-1
1920-07,-1,-1
1920-08,-1,-1
1920-09,-1,-1
1920-10,-1,-1
1920-11,-1,-1
1920-12,-1,-1
1921-01,-1,-1
1921-02,-1,-1
1921-03,-1,-1
1921-04,-1,-1
1921-05,-1,-1
1921-06,-1,-1
1921-07,-1,-1
1921-08,-1,-1
1921-09,-1,-1
1921-10,-1,-1
1921-11,-1,-1
1921-12,-1,-1
1922-01,-1,-1
1922-02,-1,-1
1922-03,-1,-1
1922-04,-1,-1
1922-05,-1,-1
1922-06,-1,-1
1922-07,-1,-1
1922-08,-1,-1
1922-09,-1,-1
1922-10,-1,-1
1922-11,-1,-1
1922-12,-1,-1
1923-01,-1,-1
1923-02,-1,-1
1923-03,-1,-1
1923-04,-1,-1
1923-05,-1,-1
1923-06,-1,-1
1923-07,-1,-1
1923-08,-1,-1
1923-09,-1,-1
1923-10,-1,-1
1923-11,-1,-1
1923-12,-1,-1
1924-01,-1,-1
1924-02,-1,-1
1924-03,-1,-1
1924-04,-1,-1
1924-05,-1,-1
1924-06,-1,-1
1924-07,-1,-1
1924-08,-1,-1
1924-09,-1,-1
1924-10,-1,-1
1924-11,-1,-1
1924-12,-1,-1
1925-01,-1,-1
1925-02,-1,-1
1925-03,-1,-1
1925-04,-1,-1
1925-05,-1,-1
1925-06,-1,-1
1925-07,-1,-1
1925-08,-1,-1
1925-09,-1,-1
1925-10,-1,-1
1925-11,-1,-1
1925-12,-1,-1
1926-01,-1,-1
1926-02,-1,-1
1926-03,-1,-1
1926-04,-1,-1
1926-05,-1,-1
1926-06,-1,-1
1926-07,-1,-1
1926-08,-1,-1
1926-09,-1,-1
1926-10,-1,-1
1926-11,-1,-1
1926-12,-1,-1
1927-01,-1,-1
1927-02,-1,-1
1927-03,-1,-1
1927-04,-1,-1
1927-05,-1,-1
1927-06,-1,-1
1927-07,-1,-1
1927-08,-1,-1
1927-09,-1,-1
1927-10,-1,-1
1927-11,-1,-1
1927-12,-1,-1
1928-01,-1,-1
1928-02,-1,-1
1928-03,-1,-1
1928-04,-1,-1
1928-05,-1,-1
1928-06,-1,-1
1928-07,-1,-1
1928-08,-1,-1
1928-09,-1,-1
1928-10,-1,-1
1928-11,-1,-1
1928-12,-1,-1
1929-01,-1,-1
1929-02,-1,-1
1929-03,-1,-1
1929-04,-1,-1
1929-05,-1,-1
1929-06,-1,-1
1929-07,-1,-1
1929-08,-1,-1
1929-09,-1,-1
1929-10,-1,-1
1929-11,-1,-1
1929-12,-1,-1
1930-01,-1,-1
1930-02,-1,-1
1930-03,-1,-1
1930-04,-1,-1
1930-05,-1,-1
1930-06,-1,-1
1930-07,-1,-1
1930-08,-1,-1
1930-09,-1,-1
1930-10,-1,-1
1930-11,-1,-1
1930-12,-1,-1
1931-01,-1,-1
1931-02,-1,-1
1931-03,-1,-1
1931-04,-1,-1
1931-05,-1,-1
1931-06,-1,-1
1931-07,-1,-1
1931-08,-1,-1
1931-09,-1,-1
1931-10,-1,-1
1931-11,-1,-1
1931-12,-1,-1
1932-01,-1,-1
1932-02,-1,-1
1932-03,-1,-1
1932-04,-1,-1
1932-05,-1,-1
1932-06,-1,-1
1932-07,-1,-1
1932-08,-1,-1
1932-09,-1,-1
1932-10,-1,-1
1932-11,-1,-1
1932-12,-1,-1
1933-01,-1,-1
1933-02,-1,-1
1933-03,-1,-1
1933-04,-1,-1
1933-05,-1,-1
1933-06,-1,-1
1933-07,-1,-1
1933-08,-1,-1
1933-09,-1,-1
1933-10,-1,-1
1933-11,-1,-1
1933-12,-1,-1
1934-01,-1,-1
1934-02,-1,-1
1934-03,-1,-1
1934-04,-1,-1
1934-05,-1,-1
1934-06,-1,-1
1934-07,-1,-1
1934-08,-1,-1
1934-09,-1,-1
1934-10,-1,-1
1934-11,-1,-1
1934-12,-1,-1
1935-01,-1,-1
1935-02,-1,-1
1935-03,-1,-1
1935-04,-1,-1
1935-05,-1,-1
1935-06,-1,-1
1935-07,-1,-1
1935-08,-1,-1
1935-09,-1,-1
1935-10,-1,-1
1935-11,-1,-1
1935-12,-1,-1
1936-01,-1,-1
1936-02,-1,-1
1936-03,-1,-1
1936-04,-1,-1
1936-05,-1,-1
1936-06,-1,-1
1936-07,-1,-1
1936-08,-1,-1
1936-09,-1,-1
1936-10,-1,-1
1936-11,-1,-1
1936-12,-1,-1
1937-01,-1,-1
1937-02,-1,-1
1937-03,-1,-1
1937-04,-1,-1
1937-05,-1,-1
1937-06,-1,-1
1937-07,-1,-1
1937-08,-1,-1
1937-09,-1,-1
1937-10,-1,-1
1937-11,-1,-1
1937-12,-1,-1
1938-01,-1,-1
1938-02,-1,-1
1938-03,-1,-1
1938-04,-1,-1
1938-05,-1,-1
1938-06,-1,-1
1938-07,-1,-1
1938-08,-1,-1
1938-09,-1,-1
1938-10,-1,-1
1938-11,-1,-1
1938-12,-1,-1
1939-01,-1,-1
1939-02,-1,-1
1939-03,-1,-1
1939-04,-1,-1
1939-05,-1,-1
1939-06,-1,-1
1939-07,-1,-1
1939-08,-1,-1
1939-09,-1,-1
1939-10,-1,-1
1939-11,-1,-1
1939-12,-1,-1
1940-01,-1,-1
1940-02,-1,-1
1940-03,-1,-1
1940-04,-1,-1
1940-05,-1,-1
1940-06,-1,-1
1940-07,-1,-1
1940-08,-1,-1
1940-09,-1,-1
1940-10,-1,-1
1940-11,-1,-1
1940-12,-1,-1
1941-01,-1,-1
1941-02,-1,-1
1941-03,-1,-1
1941-04,-1,-1
1941-05,-1,-1
1941-06,-1,-1
1941-07,-1,-1
1941-08,-1,-1
1941-09,-1,-1
1941-10,-1,-1
1941-11,-1,-1
1941-12,-1,-1
1942-01,-1,-1
1942-02,-1,-1
1942-03,-1,-1
1942-04,-1,-1
1942-05,-1,-1
1942-06,-1,-1
1942-07,-1,-1
1942-08,-1,-1
1942-09,-1,-1
1942-10,-1,-1
1942-11,-1,-1
1942-12,-1,-1
1943-01,-1,-1
1943-02,-1,-1
1943-03,-1,-1
1943-04,-1,-1
1943-05,-1,-1
1943-06,-1,-1
1943-07,-1,-1
1943-08,-1,-1
1943-09,-1,-1
1943-10,-1,-1
1943-11,-1,-1
1943-12,-1,-1
1944-01,-1,-1
1944-02,-1,-1
1944-03,-1,-1
1944-04,-1,-1
1944-05,-1,-1
1944-06,-1,-1
1944-07,-1,-1
1944-08,-1,-1
1944-09,-1,-1
1944-10,-1,-1
1944-11,-1,-1
1944-12,-1,-1
1945-01,-1,-1
1945-02,-1,-1
1945-03,-1,-1
1945-04,-1,-1
1945-05,-1,-1
1945-06,-1,-1
1945-07,-1,-1
1945-08,-1,-1
1945-09,-1,-1
1945-10,-1,-1
1945-11,-1,-1
1945-12,-1,-1
1946-01,-1,-1
1946-02,-1,-1
1946-03,-1,-1
1946-04,-1,-1
1946-05,-1,-1
1946-06,-1,-1
1946-07,-1,-1
1946-08,-1,-1
1946-09,-1,-1
1946-10,-1,-1
1946-11,-1,-1
1946-12,-1,-1
1947-01,-1,-1
1947-02,-1,-1
1947-03,-1,-1
1947-04,-1,-1
1947-05,-1,-1
1947-06,-1,-1
1947-07,-1,-1
1947-08,-1,-1
1947-09,-1,-1
1947-10,-1,-1
1947-11,-1,-1
1947-12,-1,-1
1948-01,-1,-1
1948-02,-1,-1
1948-03,-1,-1
1948-04,-1,-1
1948-05,-1,-1
1948-06,-1,-1
1948-07,-1,-1
1948-08,-1,-1
1948-09,-1,-1
1948-10,-1,-1
1948-11,-1,-1
1948-12,-1,-1
1949-01,-1,-1
1949-02,-1,-1
1949-03,-1,-1
1949-04,-1,-1
1949-05,-1,-1
1949-06,-1,-1
1949-07,-1,-1
1949-08,-1,-1
1949-09,-1,-1
1949-10,-1,-1
1949-11,-1,-1
1949-12,-1,-1
1950-01,-1,-1
1950-02,-1,-1
1950-03,-1,-1
1950-04,-1,-1
1950-05,-1,-1
1950-06,-1,-1
1950-07,-1,-1
1950-08,-1,-1
1950-09,-1,-1
1950-10,-1,-1
1950-11,-1,-1
1950-12,-1,-1
1951-01,-1,-1
1951-02,-1,-1
1951-03,-1,-1
1951-04,-1,-1
1951-05,-1,-1
1951-06,-1,-1
1951-07,-1,-1
1951-08,-1,-1
1951-09,-1,-1
1951-10,-1,-1
1951-11,-1,-1
1951-12,-1,-1
1952-01,-1,-1
1952-02,-1,-1
1952-03,-1,-1
1952-04,-1,-1
1952-05,-1,-1
1952-06,-1,-1
1952-07,-1,-1
1952-08,-1,-1
1952-09,-1,-1
1952-10,-1,-1
1952-11,-1,-1
1952-12,-1,-1
1953-01,-1,-1
1953-02,-1,-1
1953-03,-1,-1
1953-04,-1,-1
1953-05,-1,-1
1953-06,-1,-1
1953-07,-1,-1
1953-08,-1,-1
1953-09,-1,-1
1953-10,-1,-1
1953-11,-1,-1
1953-12,-1,-1
1954-01,-1,-1
1954-02,-1,-1
1954-03,-1,-1
1954-04,-1,-1
1954-05,-1,-1
1954-06,-1,-1
1954-07,-1,-1
1954-08,-1,-1
1954-09,-1,-1
1954-10,-1,-1
1954-11,-1,-1
1954-12,-1,-1
1955-01,-1,-1
1955-02,-1,-1
1955-03,-1,-1
1955-04,-1,-1
1955-05,-1,-1
1955-06,-1,-1
1955-07,-1,-1
1955-08,-1,-1
1955-09,-1,-1
1955-10,-1,-1
1955-11,-1,-1
1955-12,-1,-1
1956-01,-1,-1
1956-02,-1,-1
1956-03,-1,-1
1956-04,-1,-1
1956-05,-1,-1
1956-06,-1,-1
1956-07,-1,-1
1956-08,-1,-1
1956-09,-1,-1
1956-10,-1,-1
1956-11,-1,-1
1956-12,-1,-1
1957-01,-1,-1
1957-02,-1,-1
1957-03,-1,-1
1957-04,-1,-1
1957-05,-1,-1
1957-06,-1,-1
1957-07,-1,-1
1957-08,-1,-1
1957-09,-1,-1
1957-10,-1,-1
1957-11,-1,-1
1957-12,-1,-1
1958-01,-1,-1
1958-02,-1,-1
1958-03,-1,-1
1958-04,-1,-1
1958-05,-1,-1
1958-06,-1,-1
1958-07,-1,-1
1958-08,-1,-1
1958-09,-1,-1
1958-10,-1,-1
1958-11,-1,-1
1958-12,-1,-1
1959-01,-1,-1
1959-02,-1,-1
1959-03,-1,-1
1959-04,-1,-1
1959-05,-1,-1
1959-06,-1,-1
1959-07,-1,-1
1959-08,-1,-1
1959-09,-1,-1
1959-10,-1,-1
1959-11,-1,-1
1959-12,-1,-1
1960-01,-1,-1
1960-02,-1,-1
1960-03,-1,-1
1960-04,-1,-1
1960-05,-1,-1
1960-06,-1,-1
1960-07,-1,-1
1960-08,-1,-1
1960-09,-1,-1
